,molecule_chembl_id,canonical_smiles,pchembl_value,bioactivity_class,standardized_smiles
1005,CHEMBL5174051,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CNS(=O)(=O)c2ccc(F)c([N+](=O)[O-])c2)[C@@H](O)[C@H]1O,5.36,low activity,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CNS(=O)(=O)c2ccc(F)c([N+](=O)[O-])c2)[C@@H](O)[C@H]1O
1006,CHEMBL5206233,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CNS(=O)(=O)c2ccc(Br)c([N+](=O)[O-])c2)[C@@H](O)[C@H]1O,5.54,low activity,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CNS(=O)(=O)c2ccc(Br)c([N+](=O)[O-])c2)[C@@H](O)[C@H]1O
1007,CHEMBL5180746,Cc1ccc(S(=O)(=O)NC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)cc1[N+](=O)[O-],6.47,moderate activity,Cc1ccc(S(=O)(=O)NC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)cc1[N+](=O)[O-]
1008,CHEMBL5194209,CCc1ccc(S(=O)(=O)NC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)cc1[N+](=O)[O-],6.61,moderate activity,CCc1ccc(S(=O)(=O)NC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)cc1[N+](=O)[O-]
1009,CHEMBL5174397,COc1ccc(S(=O)(=O)NC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)cc1[N+](=O)[O-],6.84,moderate activity,COc1ccc(S(=O)(=O)NC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)cc1[N+](=O)[O-]
1010,CHEMBL5180205,CCN(C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)S(=O)(=O)c1cccc([N+](=O)[O-])c1,6.29,moderate activity,CCN(C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)S(=O)(=O)c1cccc([N+](=O)[O-])c1
1011,CHEMBL5188905,CCN(C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)S(=O)(=O)c1ccc(Br)c([N+](=O)[O-])c1,7.1,moderate activity,CCN(C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)S(=O)(=O)c1ccc(Br)c([N+](=O)[O-])c1
1012,CHEMBL5188698,CCN(C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)S(=O)(=O)c1ccc(C)c([N+](=O)[O-])c1,7.42,moderate activity,CCN(C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)S(=O)(=O)c1ccc(C)c([N+](=O)[O-])c1
1013,CHEMBL5188649,CCN(C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)S(=O)(=O)c1ccc(OC)c([N+](=O)[O-])c1,7.36,moderate activity,CCN(C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)S(=O)(=O)c1ccc(OC)c([N+](=O)[O-])c1
1014,CHEMBL5191433,N#Cc1cccc(S(=O)(=O)NC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)c1,5.28,low activity,N#Cc1cccc(S(=O)(=O)NC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)c1
1015,CHEMBL5189696,N#Cc1cc(S(=O)(=O)NC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)ccc1F,6.05,moderate activity,N#Cc1cc(S(=O)(=O)NC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)ccc1F
1016,CHEMBL5178008,N#Cc1cc(S(=O)(=O)NC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)ccc1Cl,6.0,moderate activity,N#Cc1cc(S(=O)(=O)NC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)ccc1Cl
1017,CHEMBL5187401,COc1ccc(S(=O)(=O)NC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)cc1C#N,6.29,moderate activity,COc1ccc(S(=O)(=O)NC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)cc1C#N
1018,CHEMBL5189150,CCN(C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)S(=O)(=O)c1cccc(C#N)c1,6.02,moderate activity,CCN(C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)S(=O)(=O)c1cccc(C#N)c1
1019,CHEMBL5171003,CCN(C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)S(=O)(=O)c1ccc(OC)c(C#N)c1,7.72,moderate activity,CCN(C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)S(=O)(=O)c1ccc(OC)c(C#N)c1
1020,CHEMBL5185094,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CNS(=O)(=O)c2ccc(Cl)cc2)[C@@H](O)[C@H]1O,4.88,low activity,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CNS(=O)(=O)c2ccc(Cl)cc2)[C@@H](O)[C@H]1O
1021,CHEMBL5199828,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CNS(=O)(=O)c2cccc(Cl)c2)[C@@H](O)[C@H]1O,4.0,no activity,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CNS(=O)(=O)c2cccc(Cl)c2)[C@@H](O)[C@H]1O
1022,CHEMBL5185979,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CNS(=O)(=O)c2ccc(Cl)c(Cl)c2)[C@@H](O)[C@H]1O,6.32,moderate activity,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CNS(=O)(=O)c2ccc(Cl)c(Cl)c2)[C@@H](O)[C@H]1O
1023,CHEMBL5170481,Cc1ccc(S(=O)(=O)NC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)cc1Cl,6.46,moderate activity,Cc1ccc(S(=O)(=O)NC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)cc1Cl
1024,CHEMBL5204579,CCN(C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)S(=O)(=O)c1cccc(Cl)c1,6.36,moderate activity,CCN(C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)S(=O)(=O)c1cccc(Cl)c1
1025,CHEMBL5177598,CCN(C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)S(=O)(=O)c1ccc(Cl)c(Cl)c1,7.0,moderate activity,CCN(C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)S(=O)(=O)c1ccc(Cl)c(Cl)c1
1026,CHEMBL5185064,CCN(C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)S(=O)(=O)c1ccc(C)c(Cl)c1,7.25,moderate activity,CCN(C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)S(=O)(=O)c1ccc(C)c(Cl)c1
1027,CHEMBL5202735,CCOC(=O)CCCCN(C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)S(=O)(=O)c1ccc(OC)c([N+](=O)[O-])c1,6.94,moderate activity,CCOC(=O)CCCCN(C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)S(=O)(=O)c1ccc(OC)c([N+](=O)[O-])c1
1028,CHEMBL5185197,COc1ccc(S(=O)(=O)N(CCCCOC(C)=O)C[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)cc1[N+](=O)[O-],7.1,moderate activity,COc1ccc(S(=O)(=O)N(CCCCOC(C)=O)C[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)cc1[N+](=O)[O-]
1029,CHEMBL5177302,COc1ccc(S(=O)(=O)N(CCCCNc2cccc3ccccc23)C[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)cc1[N+](=O)[O-],7.52,moderate activity,COc1ccc(S(=O)(=O)N(CCCCNc2cccc3ccccc23)C[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)cc1[N+](=O)[O-]
1030,CHEMBL5190367,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CNC(=O)c2ccccc2)[C@@H](O)[C@H]1O,4.0,no activity,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CNC(=O)c2ccccc2)[C@@H](O)[C@H]1O
1031,CHEMBL5208994,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CNC(=O)c2ccc(Cl)c([N+](=O)[O-])c2)[C@@H](O)[C@H]1O,4.0,no activity,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CNC(=O)c2ccc(Cl)c([N+](=O)[O-])c2)[C@@H](O)[C@H]1O
1032,CHEMBL5173359,Cc1ccc(C(=O)NC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)cc1[N+](=O)[O-],4.0,no activity,Cc1ccc(C(=O)NC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)cc1[N+](=O)[O-]
1033,CHEMBL5175572,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CNC(=O)c2ccc(C(F)(F)F)cc2[N+](=O)[O-])[C@@H](O)[C@H]1O,4.0,no activity,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CNC(=O)c2ccc(C(F)(F)F)cc2[N+](=O)[O-])[C@@H](O)[C@H]1O
1034,CHEMBL5179718,CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)OCc1ccccc1,4.0,no activity,CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)OCc1ccccc1
1035,CHEMBL5190736,CC1(C)[C@H](C(=O)OCc2ccccc2)N2C(=O)[C@@H](NC(=O)COc3ccccc3)[C@H]2S1(=O)=O,5.18,low activity,CC1(C)[C@H](C(=O)OCc2ccccc2)N2C(=O)[C@@H](NC(=O)COc3ccccc3)[C@H]2S1(=O)=O
1036,CHEMBL5187027,CC1(C)[C@H](C(=O)OCc2ccccc2)N2C(=O)[C@@H](NC(=O)COc3ccccc3)C[C@H]2S1(=O)=O,4.58,low activity,CC1(C)[C@H](C(=O)OCc2ccccc2)N2C(=O)[C@@H](NC(=O)COc3ccccc3)C[C@H]2S1(=O)=O
1037,CHEMBL5191284,CC1(C)[C@H](C(=O)OCc2ccccc2F)N2C(=O)[C@@H](NC(=O)COc3ccccc3)[C@H]2S1(=O)=O,5.24,low activity,CC1(C)[C@H](C(=O)OCc2ccccc2F)N2C(=O)[C@@H](NC(=O)COc3ccccc3)[C@H]2S1(=O)=O
1038,CHEMBL5187062,CC1(C)[C@H](C(=O)OCc2cccc(F)c2)N2C(=O)[C@@H](NC(=O)COc3ccccc3)[C@H]2S1(=O)=O,5.04,low activity,CC1(C)[C@H](C(=O)OCc2cccc(F)c2)N2C(=O)[C@@H](NC(=O)COc3ccccc3)[C@H]2S1(=O)=O
1039,CHEMBL5184585,CC1(C)[C@H](C(=O)OCc2ccc(F)cc2)N2C(=O)[C@@H](NC(=O)COc3ccccc3)[C@H]2S1(=O)=O,5.13,low activity,CC1(C)[C@H](C(=O)OCc2ccc(F)cc2)N2C(=O)[C@@H](NC(=O)COc3ccccc3)[C@H]2S1(=O)=O
1040,CHEMBL5188979,CC1(C)[C@H](C(=O)OCc2cc(F)cc(F)c2)N2C(=O)[C@@H](NC(=O)COc3ccccc3)[C@H]2S1(=O)=O,4.77,low activity,CC1(C)[C@H](C(=O)OCc2cc(F)cc(F)c2)N2C(=O)[C@@H](NC(=O)COc3ccccc3)[C@H]2S1(=O)=O
1041,CHEMBL5177564,CC1(C)[C@H](C(=O)OCc2ccc(F)cc2F)N2C(=O)[C@@H](NC(=O)COc3ccccc3)[C@H]2S1(=O)=O,5.44,low activity,CC1(C)[C@H](C(=O)OCc2ccc(F)cc2F)N2C(=O)[C@@H](NC(=O)COc3ccccc3)[C@H]2S1(=O)=O
1042,CHEMBL5202165,CC1(C)[C@H](C(=O)OCc2c(F)cc(F)cc2F)N2C(=O)[C@@H](NC(=O)COc3ccccc3)[C@H]2S1(=O)=O,5.8,low activity,CC1(C)[C@H](C(=O)OCc2c(F)cc(F)cc2F)N2C(=O)[C@@H](NC(=O)COc3ccccc3)[C@H]2S1(=O)=O
1043,CHEMBL5192323,CC1(C)[C@H](C(=O)OCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)N2C(=O)[C@@H](NC(=O)COc3ccccc3)[C@H]2S1(=O)=O,4.45,low activity,CC1(C)[C@H](C(=O)OCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)N2C(=O)[C@@H](NC(=O)COc3ccccc3)[C@H]2S1(=O)=O
1044,CHEMBL5193661,CC1(C)[C@H](C(=O)OCc2cccc([N+](=O)[O-])c2)N2C(=O)[C@@H](NC(=O)COc3ccccc3)[C@H]2S1(=O)=O,4.88,low activity,CC1(C)[C@H](C(=O)OCc2cccc([N+](=O)[O-])c2)N2C(=O)[C@@H](NC(=O)COc3ccccc3)[C@H]2S1(=O)=O
1045,CHEMBL5172484,COc1ccc(COC(=O)[C@@H]2N3C(=O)[C@@H](NC(=O)COc4ccccc4)[C@H]3S(=O)(=O)C2(C)C)cc1,4.51,low activity,COc1ccc(COC(=O)[C@@H]2N3C(=O)[C@@H](NC(=O)COc4ccccc4)[C@H]3S(=O)(=O)C2(C)C)cc1
1046,CHEMBL5202168,CC1(C)[C@H](C(=O)OCc2ccc(C(F)(F)F)o2)N2C(=O)[C@@H](NC(=O)COc3ccccc3)[C@H]2S1(=O)=O,4.99,low activity,CC1(C)[C@H](C(=O)OCc2ccc(C(F)(F)F)o2)N2C(=O)[C@@H](NC(=O)COc3ccccc3)[C@H]2S1(=O)=O
1047,CHEMBL5194556,Cc1cc(COC(=O)[C@@H]2N3C(=O)[C@@H](NC(=O)COc4ccccc4)[C@H]3S(=O)(=O)C2(C)C)on1,5.05,low activity,Cc1cc(COC(=O)[C@@H]2N3C(=O)[C@@H](NC(=O)COc4ccccc4)[C@H]3S(=O)(=O)C2(C)C)on1
1048,CHEMBL5170364,COC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)COc3ccccc3)[C@H]2S(=O)(=O)C1(C)C,5.1,low activity,COC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)COc3ccccc3)[C@H]2S(=O)(=O)C1(C)C
1049,CHEMBL5177086,CCOC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)COc3ccccc3)[C@H]2S(=O)(=O)C1(C)C,5.28,low activity,CCOC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)COc3ccccc3)[C@H]2S(=O)(=O)C1(C)C
1050,CHEMBL5183479,C#CCOC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)COc3ccccc3)[C@H]2S(=O)(=O)C1(C)C,5.52,low activity,C#CCOC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)COc3ccccc3)[C@H]2S(=O)(=O)C1(C)C
1051,CHEMBL5193299,CC1(C)[C@H](C(=O)OCC#N)N2C(=O)[C@@H](NC(=O)COc3ccccc3)[C@H]2S1(=O)=O,5.01,low activity,CC1(C)[C@H](C(=O)OCC#N)N2C(=O)[C@@H](NC(=O)COc3ccccc3)[C@H]2S1(=O)=O
1052,CHEMBL5184016,CC1(C)[C@H](C(=O)OCOc2ccccc2)N2C(=O)[C@@H](NC(=O)COc3ccccc3)[C@H]2S1(=O)=O,5.18,low activity,CC1(C)[C@H](C(=O)OCOc2ccccc2)N2C(=O)[C@@H](NC(=O)COc3ccccc3)[C@H]2S1(=O)=O
1053,CHEMBL5198745,CC1(C)[C@H](C(=O)OCc2ccccc2)N2C(=O)[C@@H](NC(=O)CCc3ccccc3)[C@H]2S1(=O)=O,4.34,low activity,CC1(C)[C@H](C(=O)OCc2ccccc2)N2C(=O)[C@@H](NC(=O)CCc3ccccc3)[C@H]2S1(=O)=O
1054,CHEMBL5203554,CC1(C)[C@H](C(=O)OCc2ccccc2)N2C(=O)[C@@H](NC(=O)COc3c(F)c(F)c(F)c(F)c3F)[C@H]2S1(=O)=O,5.28,low activity,CC1(C)[C@H](C(=O)OCc2ccccc2)N2C(=O)[C@@H](NC(=O)COc3c(F)c(F)c(F)c(F)c3F)[C@H]2S1(=O)=O
1055,CHEMBL5188357,COc1ccc(OCC(=O)N[C@@H]2C(=O)N3[C@@H](C(=O)OCc4ccccc4)C(C)(C)S(=O)(=O)[C@H]23)cc1,5.55,low activity,COc1ccc(OCC(=O)N[C@@H]2C(=O)N3[C@@H](C(=O)OCc4ccccc4)C(C)(C)S(=O)(=O)[C@H]23)cc1
1056,CHEMBL5183136,CC1(C)[C@H](C(=O)OCc2ccccc2)N2C(=O)[C@@H](NC(=O)COCc3ccccc3)[C@H]2S1(=O)=O,5.64,low activity,CC1(C)[C@H](C(=O)OCc2ccccc2)N2C(=O)[C@@H](NC(=O)COCc3ccccc3)[C@H]2S1(=O)=O
1057,CHEMBL5189663,CC1(C)[C@H](C(=O)OCc2ccccc2)N2C(=O)[C@@H](NC(=O)COC3CCCCC3)[C@H]2S1(=O)=O,5.39,low activity,CC1(C)[C@H](C(=O)OCc2ccccc2)N2C(=O)[C@@H](NC(=O)COC3CCCCC3)[C@H]2S1(=O)=O
1058,CHEMBL5184680,CC1(C)[C@H](C(=O)OCc2ccccc2)N2C(=O)[C@@H](NC(=O)COc3cccc4ccccc34)[C@H]2S1(=O)=O,4.38,low activity,CC1(C)[C@H](C(=O)OCc2ccccc2)N2C(=O)[C@@H](NC(=O)COc3cccc4ccccc34)[C@H]2S1(=O)=O
1059,CHEMBL5191009,CC1(C)[C@H](C(=O)OCc2ccccc2)N2C(=O)C(Br)(Br)[C@H]2S1(=O)=O,6.16,moderate activity,CC1(C)[C@H](C(=O)OCc2ccccc2)N2C(=O)C(Br)(Br)[C@H]2S1(=O)=O
1060,CHEMBL5184035,CC1(C)[C@H](C(=O)OCc2ccccc2)N2C(=O)[C@H](Br)[C@H]2S1(=O)=O,5.0,low activity,CC1(C)[C@H](C(=O)OCc2ccccc2)N2C(=O)[C@H](Br)[C@H]2S1(=O)=O
1061,CHEMBL5201737,CC1(C)[C@H](C(=O)O)N2C(=O)C(Br)(Br)[C@H]2S1(=O)=O,4.62,low activity,CC1(C)[C@H](C(=O)O)N2C(=O)C(Br)(Br)[C@H]2S1(=O)=O
1062,CHEMBL5196801,CC1(C)[C@H](C(=O)OCc2ccc([N+](=O)[O-])cc2)N2C(=O)C(Br)(Br)[C@H]2S1(=O)=O,6.22,moderate activity,CC1(C)[C@H](C(=O)OCc2ccc([N+](=O)[O-])cc2)N2C(=O)C(Br)(Br)[C@H]2S1(=O)=O
1063,CHEMBL5174185,CC1(C)[C@H](C(=O)OCc2ccc([N+](=O)[O-])cc2)N2C(=O)C(Br)(Br)[C@H]2[S+]1[O-],6.3,moderate activity,CC1(C)[C@H](C(=O)OCc2ccc([N+](=O)[O-])cc2)N2C(=O)C(Br)(Br)[C@H]2[S+]1[O-]
1064,CHEMBL615,CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)O,4.0,no activity,CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)O
1065,CHEMBL5175665,CC1(C)[C@H](C(=O)OCc2ccccc2)N2C(=O)[C@@H](NC(=O)COc3ccccc3)[C@H]2[S@@+]1[O-],4.64,low activity,CC1(C)[C@H](C(=O)OCc2ccccc2)N2C(=O)[C@@H](NC(=O)COc3ccccc3)[C@H]2[S@@+]1[O-]
1066,CHEMBL5180585,CC1(C)[C@H](C(=O)OCc2ccccc2)N2C(=O)[C@H](NC(=O)COc3ccccc3)[C@H]2[S@@+]1[O-],4.0,no activity,CC1(C)[C@H](C(=O)OCc2ccccc2)N2C(=O)[C@H](NC(=O)COc3ccccc3)[C@H]2[S@@+]1[O-]
1067,CHEMBL5177029,CC1(C)[C@H](C(=O)OCc2ccccc2)N2C(=O)[C@H](NC(=O)COc3ccccc3)[C@H]2S1(=O)=O,4.0,no activity,CC1(C)[C@H](C(=O)OCc2ccccc2)N2C(=O)[C@H](NC(=O)COc3ccccc3)[C@H]2S1(=O)=O
1068,CHEMBL5207886,CC1(C)[C@H](C(=O)OCc2cc(F)c(F)c(F)c2)N2C(=O)[C@@H](NC(=O)COc3ccccc3)[C@H]2S1(=O)=O,4.0,no activity,CC1(C)[C@H](C(=O)OCc2cc(F)c(F)c(F)c2)N2C(=O)[C@@H](NC(=O)COc3ccccc3)[C@H]2S1(=O)=O
1069,CHEMBL5205045,CC1(C)[C@H](C(=O)OCc2ccc([N+](=O)[O-])cc2)N2C(=O)[C@@H](NC(=O)COc3ccccc3)[C@H]2S1(=O)=O,4.0,no activity,CC1(C)[C@H](C(=O)OCc2ccc([N+](=O)[O-])cc2)N2C(=O)[C@@H](NC(=O)COc3ccccc3)[C@H]2S1(=O)=O
1070,CHEMBL5182588,CC1(C)[C@H](C(=O)OCc2ccc3ccccc3c2)N2C(=O)[C@@H](NC(=O)COc3ccccc3)[C@H]2S1(=O)=O,4.0,no activity,CC1(C)[C@H](C(=O)OCc2ccc3ccccc3c2)N2C(=O)[C@@H](NC(=O)COc3ccccc3)[C@H]2S1(=O)=O
1071,CHEMBL5183311,CC1(C)[C@H](C(=O)OCc2ccccc2)N2C(=O)[C@@H](NC(=O)Cc3ccccc3)[C@H]2S1(=O)=O,4.0,no activity,CC1(C)[C@H](C(=O)OCc2ccccc2)N2C(=O)[C@@H](NC(=O)Cc3ccccc3)[C@H]2S1(=O)=O
1072,CHEMBL5207205,CC1(C)[C@H](C(=O)OCc2ccccc2)N2C(=O)[C@@H](NC(=O)OCc3ccccc3)[C@H]2S1(=O)=O,4.0,no activity,CC1(C)[C@H](C(=O)OCc2ccccc2)N2C(=O)[C@@H](NC(=O)OCc3ccccc3)[C@H]2S1(=O)=O
1073,CHEMBL5200029,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)OCc3ccccc3)C(C)(C)S(=O)(=O)[C@H]12,4.0,no activity,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)OCc3ccccc3)C(C)(C)S(=O)(=O)[C@H]12
1074,CHEMBL5178752,CC1(C)[C@H](C(=O)OCc2ccccc2)N2C(=O)[C@@H](NC(=O)CNC(=O)c3ccccc3)[C@H]2S1(=O)=O,4.0,no activity,CC1(C)[C@H](C(=O)OCc2ccccc2)N2C(=O)[C@@H](NC(=O)CNC(=O)c3ccccc3)[C@H]2S1(=O)=O
1075,CHEMBL5194789,CC1(C)[C@H](C(=O)OCc2ccccc2)N2C(=O)[C@@H](NC(=O)CNC(=O)OCc3ccccc3)[C@H]2S1(=O)=O,4.0,no activity,CC1(C)[C@H](C(=O)OCc2ccccc2)N2C(=O)[C@@H](NC(=O)CNC(=O)OCc3ccccc3)[C@H]2S1(=O)=O
1076,CHEMBL5200470,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)OCc3ccccc3)C(C)(C)S(=O)(=O)[C@H]12,4.0,no activity,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)OCc3ccccc3)C(C)(C)S(=O)(=O)[C@H]12
1077,CHEMBL5185121,CCN1CCC(NC(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H](C(=O)OCc4ccccc4)C(C)(C)S(=O)(=O)[C@H]23)c2ccccc2)C(=O)C1=O,4.0,no activity,CCN1CCC(NC(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H](C(=O)OCc4ccccc4)C(C)(C)S(=O)(=O)[C@H]23)c2ccccc2)C(=O)C1=O
1078,CHEMBL5181916,CC(Oc1ccccc1)C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)OCc3ccccc3)C(C)(C)S(=O)(=O)[C@H]12,4.0,no activity,CC(Oc1ccccc1)C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)OCc3ccccc3)C(C)(C)S(=O)(=O)[C@H]12
1079,CHEMBL5204887,CC(Oc1ccccc1)C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)OCc3ccc(F)cc3)C(C)(C)S(=O)(=O)[C@H]12,4.0,no activity,CC(Oc1ccccc1)C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)OCc3ccc(F)cc3)C(C)(C)S(=O)(=O)[C@H]12
1080,CHEMBL3133030,CC1(C)S[C@H]2N(C(=O)C2(Br)Br)[C@H]1C(=O)OCc1ccccc1,4.0,no activity,CC1(C)S[C@H]2N(C(=O)C2(Br)Br)[C@H]1C(=O)OCc1ccccc1
1081,CHEMBL5174549,CC1(C)S[C@H]2N(C(=O)C2(Br)Br)[C@H]1C(=O)OCc1ccc([N+](=O)[O-])cc1,4.0,no activity,CC1(C)S[C@H]2N(C(=O)C2(Br)Br)[C@H]1C(=O)OCc1ccc([N+](=O)[O-])cc1
1082,CHEMBL403,CC1(C)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,4.0,no activity,CC1(C)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O
1083,CHEMBL5205487,CC1(C)[C@H](C(=O)OCc2ccccc2)N2C(=O)C[C@H]2S1(=O)=O,4.0,no activity,CC1(C)[C@H](C(=O)OCc2ccccc2)N2C(=O)C[C@H]2S1(=O)=O
1084,CHEMBL5205703,CC(C)C[C@H](NC(=O)OC1CC2(C1)CN(C(=O)OC(C)(C)C)C2)C(=O)N[C@H](C=O)C[C@H]1CCNC1=O,5.48,low activity,CC(C)C[C@H](NC(=O)OC1CC2(C1)CN(C(=O)OC(C)(C)C)C2)C(=O)N[C@H](C=O)C[C@H]1CCNC1=O
1085,CHEMBL5177226,CC(C)C[C@H](NC(=O)OC1CC2(C1)CN(C(=O)OC(C)(C)C)C2)C(=O)N[C@@H](C[C@H]1CCNC1=O)C(=O)C(O)S(=O)(=O)[O-].[Na+],6.07,moderate activity,CC(C)C[C@H](NC(=O)OC1CC2(C1)CN(C(=O)OC(C)(C)C)C2)C(=O)N[C@@H](C[C@H]1CCNC1=O)C(=O)C(O)S(=O)(=O)[O-].[Na+]
1086,CHEMBL5185303,CC(C)C[C@H](NC(=O)OC1CC2(C1)CN(C(=O)C(C)C)C2)C(=O)N[C@H](C=O)C[C@H]1CCNC1=O,5.94,low activity,CC(C)C[C@H](NC(=O)OC1CC2(C1)CN(C(=O)C(C)C)C2)C(=O)N[C@H](C=O)C[C@H]1CCNC1=O
